Id,Total Earned Credits,Remaining Credits,BIF205,BIF243,BIF244,BIF245,BIF310,BIF375,BIF415,CSC201,CSC206,CSC241,CSC243,CSC245,CSC310,CSC320,CSC322,CSC326,CSC375,CSC412,CSC430,CSC435,CSC443,CSC447,CSC458,CSC460,CSC461,CSC480,CSC490,CSC491,CSC599,CSC615,MTH101,MTH102,MTH201,MTH206,MTH207,MTH301,MTH303,MTH304,MTH305,MTH307,MTH311,MTH401,MTH403,MTH409,STA102,STA205,STA302,CSC243B,CSC245B,CSC498B,CSC498G,CSC498H,CSC498P,CSC498X,CSC599H,CSC498AC,CSC498AD,CSC498AE,CSC498HJ,CSC498HM
stu409,31,91,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu410,36,86,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu411,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu412,34,88,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu413,34,88,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu414,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu415,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu416,24,98,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu417,37,85,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu418,24,98,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu419,34,88,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu420,43,79,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu421,28,94,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu422,39,83,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,
stu423,38,84,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu424,34,88,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu425,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu426,43,79,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu427,34,88,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu428,34,88,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu429,33,89,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu430,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu431,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu432,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu433,41,81,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,Y,,,,,,,,,Y,,,,,,,,,,,,
stu434,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu435,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu436,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu437,34,88,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu438,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu439,36,86,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,
stu440,43,79,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu441,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu442,39,83,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu443,43,79,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu444,34,88,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu445,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu446,48,74,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu447,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu448,24,98,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu449,31,91,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu450,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu451,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu452,24,98,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu453,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu454,46,76,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu455,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu456,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu457,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu458,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu459,43,79,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu460,24,98,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu461,46,76,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu462,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu463,24,98,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu464,43,79,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu465,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu466,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,Y,,,,,,,,,,Y,Y,,,,,,,,,,,
stu467,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu468,27,95,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu469,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu470,33,89,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu471,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu472,33,89,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu473,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu474,46,76,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu475,30,92,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu476,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu477,43,79,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu478,34,88,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu479,30,92,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,Y,,,,Y,,,,,,Y,,,,,,,,,,,,
stu480,43,79,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu481,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu482,33,89,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu483,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu484,40,82,,,,,,,,,,,Y,Y,,Y,,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu485,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu486,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu487,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu488,24,98,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu489,31,91,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu490,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu491,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu492,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu493,32,90,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,
stu494,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu495,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu496,36,86,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu497,33,89,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu498,37,85,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu499,37,85,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu500,43,79,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu501,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu502,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu503,36,86,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu504,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu505,43,79,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu506,43,79,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu507,39,83,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu508,36,86,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu509,43,79,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu510,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu511,34,88,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu512,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu513,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu514,24,98,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu515,24,98,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu516,30,92,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu517,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu518,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu519,30,92,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu520,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu521,43,79,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu522,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu523,34,88,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu524,39,83,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu525,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu526,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu527,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu528,27,95,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu529,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu530,36,86,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,
stu531,43,79,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu532,43,79,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu533,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu534,36,86,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu535,46,76,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu536,24,98,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu537,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu538,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,Y,,,,,,,
stu539,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu540,24,98,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu541,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu542,39,83,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu543,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu544,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu545,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu546,27,95,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu547,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu548,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu549,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu550,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu551,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu552,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu553,43,79,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu554,24,98,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu555,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu556,46,76,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu557,34,88,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu558,40,82,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu559,37,85,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu560,24,98,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu561,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu562,33,89,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu563,38,84,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,Y,,,,,,,,,,Y,,,,,,,,,,,,
stu564,38,84,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu565,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu566,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu567,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu568,42,80,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu569,43,79,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu570,37,85,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu571,24,98,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu572,24,98,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu573,28,94,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,
stu574,34,88,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
stu575,30,92,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,
